epoch,seed,model,base_model,experiment_group,physics_lambda,train_total_loss,train_data_mse,train_physics_loss,val_mse_norm,lr
1,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.05926011699033944,0.05925602901256479,0.04087003589440021,0.01129215333952708,0.001
2,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.005006189780082268,0.005001648669044331,0.045411155399081624,0.007393991549899757,0.001
3,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0037461023292779984,0.003741553476018596,0.04548854511963901,0.002362659112167891,0.001
4,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0035333928539307774,0.003528824306476869,0.04568539988673745,0.0023021520518108412,0.001
5,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0021225668619604737,0.002117971462577458,0.04595403991038014,0.0019555131366008507,0.001
6,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.002087503789989644,0.0020828769220748826,0.04626868074416621,0.0018545098367691545,0.001
7,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.005199357823856314,0.0051947010914345825,0.04656736762503906,0.002203361623907003,0.001
8,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0019413085086039783,0.0019366955991996372,0.04612911470218969,0.001838593249398189,0.001
9,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0017302468937038836,0.0017255935300957202,0.046533618716226105,0.0019151722030390215,0.001
10,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.002348640005805146,0.0023439939296033088,0.04646071736116587,0.0020759745730438094,0.001
11,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0017611471733404228,0.0017565217273556638,0.046254462414029716,0.0016152991436349884,0.001
12,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0016456224777741555,0.0016409994248111827,0.046230535167529715,0.0015757492628704379,0.001
13,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0015866261463193898,0.0015820042407583622,0.046219046696187545,0.0015429724890801714,0.001
14,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0017099431415828906,0.0017053133508722698,0.046297874849281946,0.001525951245718676,0.001
15,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0026160048687971327,0.00261136172262192,0.04643152239607111,0.003497256285506458,0.001
16,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0018451232111224168,0.0018405073935042597,0.04615819597651499,0.0015965830163517292,0.001
17,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0015298179067588385,0.0015252201459283784,0.0459776284948269,0.0015162928569791973,0.001
18,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0015112538713533779,0.0015066303621291126,0.04623509950426795,0.0015712863605937377,0.001
19,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0014355680522051934,0.0014309290080431532,0.04639043392879622,0.001455964627990652,0.001
20,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0014532466098959279,0.0014486034153951004,0.046431966557882835,0.0014009168214088189,0.001
21,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.001445495784060941,0.0014408571526550883,0.0463862919535943,0.0014664407404463577,0.001
22,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0013971192821065892,0.0013924813614849688,0.046379210886316025,0.0014858910744190935,0.001
23,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0019802785742214224,0.001975637698265498,0.04640878629379021,0.0015362497123300237,0.0005
24,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0014142170997951604,0.0014095759384650313,0.046411624097305794,0.0014172885938129132,0.0005
25,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.001376949320474975,0.0013723128933679335,0.046364301611239375,0.0013902064689529548,0.0005
26,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.001363207396904612,0.0013585740403420684,0.04633358670070798,0.0013875391200445773,0.0005
27,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0013511849751196585,0.001346555763954879,0.04629209536604013,0.0013762038214591103,0.0005
28,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0013427269961019711,0.0013381037445339774,0.04623252893826976,0.001362100320616242,0.0005
29,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0013459355349355526,0.0013413165912165173,0.04618944321791824,0.0013637358169768744,0.0005
30,42,GridGCN_PhysicsLoss,GridGCN_PhysicsLoss,main,0.0001,0.0013305285089171065,0.0013259143596775368,0.04614149806847483,0.0013663822150640729,0.0005
