epoch,seed,model,base_model,experiment_group,physics_lambda,train_total_loss,train_data_mse,train_physics_loss,val_mse_norm,lr
1,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.058947353027510314,0.05866462498851213,0.02827278432083426,0.00490199068363234,0.001
2,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.005311532157201389,0.005012851262438125,0.02986808959201873,0.01731593590139767,0.001
3,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.003911696289575372,0.003612597597334881,0.02990987058150472,0.005930274711462898,0.001
4,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0032646938658070675,0.0029674963174796593,0.02971975457532559,0.014977169119649462,0.0005
5,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0028208691084961835,0.002524367747654826,0.02965013692483275,0.002148089932664725,0.0005
6,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0022841231491586376,0.001984756148283372,0.029936700569577594,0.0018933983497177633,0.0005
7,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0022138601275523413,0.001913311891739814,0.03005482453089323,0.0018245677411970166,0.0005
8,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.002140813273826988,0.0018397566987014536,0.030105658164768484,0.0017837097256439896,0.0005
9,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.002097287471984623,0.0017966962895234642,0.030059118637541314,0.001818018479515677,0.0005
10,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.002174583369023388,0.001873936609212718,0.03006467655856417,0.001774715986282785,0.0005
11,42,GridGCN_PhysicsLoss_lambda_1em02,GridGCN_PhysicsLoss,physics_lambda_ablation,0.01,0.0035742155623797707,0.0032728198777371344,0.030139568429555952,0.0019101239763344255,0.0005
