epoch,seed,model,base_model,experiment_group,physics_lambda,train_total_loss,train_data_mse,train_physics_loss,val_mse_norm,lr
1,42,GridGCN,GridGCN,main,,0.05723709976165623,0.05723709976165623,0.0,0.008930872914331835,0.001
2,42,GridGCN,GridGCN,main,,0.004146442498421724,0.004146442498421724,0.0,0.0029943742708343525,0.001
3,42,GridGCN,GridGCN,main,,0.003760096546663569,0.003760096546663569,0.0,0.0025125095083103808,0.001
4,42,GridGCN,GridGCN,main,,0.0023366567014965305,0.0023366567014965305,0.0,0.0021029956692802734,0.001
5,42,GridGCN,GridGCN,main,,0.002108237991257962,0.002108237991257962,0.0,0.0019181098863212526,0.001
6,42,GridGCN,GridGCN,main,,0.0043566408265848676,0.0043566408265848676,0.0,0.001975812290115777,0.001
7,42,GridGCN,GridGCN,main,,0.001963119519783828,0.001963119519783828,0.0,0.0018476044319363104,0.001
8,42,GridGCN,GridGCN,main,,0.0018186089136844065,0.0018186089136844065,0.0,0.0018302201431757514,0.001
9,42,GridGCN,GridGCN,main,,0.0019119345927929147,0.0019119345927929147,0.0,0.002290887161999365,0.001
10,42,GridGCN,GridGCN,main,,0.0016845335765003264,0.0016845335765003264,0.0,0.0016521348304155729,0.001
11,42,GridGCN,GridGCN,main,,0.0027432742959570995,0.0027432742959570995,0.0,0.001735590357819329,0.001
12,42,GridGCN,GridGCN,main,,0.001665211329911498,0.001665211329911498,0.0,0.001540626403718179,0.001
13,42,GridGCN,GridGCN,main,,0.0016126052244358135,0.0016126052244358135,0.0,0.0015259636459188258,0.001
14,42,GridGCN,GridGCN,main,,0.001573280989304262,0.001573280989304262,0.0,0.0015111222474021469,0.001
15,42,GridGCN,GridGCN,main,,0.001804344775082879,0.001804344775082879,0.0,0.0015654898977474027,0.001
16,42,GridGCN,GridGCN,main,,0.001540327587962251,0.001540327587962251,0.0,0.0014872144376814078,0.001
17,42,GridGCN,GridGCN,main,,0.0014685310296112706,0.0014685310296112706,0.0,0.0015324071895529106,0.001
18,42,GridGCN,GridGCN,main,,0.0014487676630731802,0.0014487676630731802,0.0,0.0015056878407058365,0.001
19,42,GridGCN,GridGCN,main,,0.001454444054280857,0.001454444054280857,0.0,0.001477228859461988,0.001
20,42,GridGCN,GridGCN,main,,0.0014110135074076292,0.0014110135074076292,0.0,0.0014163345022010054,0.001
21,42,GridGCN,GridGCN,main,,0.0024473671866465153,0.0024473671866465153,0.0,0.0016453441334798357,0.001
22,42,GridGCN,GridGCN,main,,0.0015754136966693738,0.0015754136966693738,0.0,0.0016366380513173299,0.001
23,42,GridGCN,GridGCN,main,,0.0014564866711304564,0.0014564866711304564,0.0,0.0014408171713433187,0.0005
24,42,GridGCN,GridGCN,main,,0.0013544793189146534,0.0013544793189146534,0.0,0.0013834373262859342,0.0005
25,42,GridGCN,GridGCN,main,,0.0013559379250459049,0.0013559379250459049,0.0,0.0013695936245114906,0.0005
26,42,GridGCN,GridGCN,main,,0.001348471772031739,0.001348471772031739,0.0,0.0014337951026110042,0.0005
27,42,GridGCN,GridGCN,main,,0.0013589033474721492,0.0013589033474721492,0.0,0.0014398496368549008,0.0005
28,42,GridGCN,GridGCN,main,,0.0013392147245116948,0.0013392147245116948,0.0,0.0013550577296061073,0.0005
29,42,GridGCN,GridGCN,main,,0.0013409598297140645,0.0013409598297140645,0.0,0.0013689207175188666,0.0005
30,42,GridGCN,GridGCN,main,,0.0016274920431656019,0.0016274920431656019,0.0,0.0014045148562630953,0.0005
